1 22 6 1 8 1 952 2 571 3 456 1 1175 1 7 1 1441 7 1148 3 971 5 168 2 1242 2 1299 10 835 1 596 1 618 5 816 1 800 1 882 3 1396 5 443 2 901 3 85
2 22 6 1 1489 2 1160 1 661 4 1098 1 799 6 55 4 1249 1 833 3 514 7 1109 2 293 1 220 1 509 2 495 1 418 5 752 5 1369 2 1089 3 1027 7 365 3 1224 1 35
3 22 7 2 322 1 1377 2 1123 8 790 2 1124 4 561 2 1242 2 40 4 1 7 317 3 1032 1 1471 1 798 5 354 1 62 5 1000 2 323 14 215 1 265 2 1090 2 1057 4 259
4 22 9 11 878 3 709 7 990 1 1113 1 910 3 790 3 455 2 1059 2 755 1 476 2 290 9 1434 2 216 1 1353 2 1052 3 1386 14 700 4 451 2 711 1 221 8 646 11 130
5 22 7 1 381 1 115 1 1378 9 117 6 1037 2 1098 3 142 10 695 2 1413 2 978 1 1043 1 952 3 96 3 1249 1 507 1 21 5 212 2 768 9 1255 7 753 4 200 2 643
6 22 5 1 1432 1 662 1 397 1 198 1 867 4 875 1 329 2 125 3 152 5 976 4 917 1 681 2 1415 5 286 1 252 7 838 3 1247 2 1255 5 81 3 887 1 1467 1 227
7 22 8 2 1485 6 942 4 834 1 477 8 380 8 71 5 836 1 187 1 831 2 562 3 1327 3 1468 9 928 3 1381 2 878 2 1 8 771 1 1149 8 446 2 1149 2 405 1 802
8 22 7 2 442 1 923 4 481 6 326 3 731 3 1319 9 1068 4 692 8 861 1 655 1 501 6 1136 2 127 7 993 1 587 6 1419 1 193 1 607 3 160 1 540 3 1406 1 1029
9 22 7 3 1140 3 893 1 73 4 643 2 657 6 918 10 1261 1 310 1 1246 2 1400 4 1231 1 1012 3 174 1 1308 3 1369 1 944 9 492 1 256 1 706 7 98 1 1070 8 519
10 22 5 2 436 2 344 1 629 1 454 1 1082 2 38 1 996 4 1155 1 1474 2 1175 11 292 4 1346 3 1320 5 1474 1 1269 2 805 3 174 4 444 1 161 2 973 1 1073 1 861
11 22 5 2 186 2 222 1 637 3 52 2 31 3 387 1 1432 1 299 2 383 2 496 8 1134 1 388 6 521 1 882 1 397 1 538 2 1200 1 361 2 946 5 396 3 28 5 367
12 22 5 1 793 2 463 3 1153 4 754 2 212 5 1226 1 1243 2 1452 3 937 6 560 4 1001 1 1391 1 1470 3 320 3 43 2 333 2 326 1 1276 1 820 1 183 1 168 1 669
