1 22 9774 0 0 0 0 0 1 1 0 0 1 1 0 1 1 0 0 1 0 1 0 1 1 0.0
2 22 11851 0 0 1 1 1 1 1 1 1 0 1 0 0 0 1 0 1 1 0 1 0 1 0.0
3 22 9698 0 1 1 1 0 0 0 1 0 0 1 0 0 1 1 0 0 0 0 0 0 1 0.0
4 22 10133 0 1 0 1 1 1 0 0 1 0 1 1 1 1 0 1 0 1 0 0 1 1 0.0
5 22 9592 1 1 1 1 0 0 0 1 0 0 0 1 1 0 0 1 0 1 0 1 0 1 0.0
6 22 9375 1 0 0 1 1 0 0 0 0 1 1 1 0 0 0 1 1 0 1 0 1 1 0.0
7 22 10185 0 1 1 1 1 0 0 0 0 1 1 1 0 1 1 0 0 0 0 1 0 0 0.0
8 22 9815 0 0 0 0 1 1 1 1 1 0 0 0 1 0 0 1 0 1 0 0 1 1 0.0
9 22 9527 0 0 0 1 0 0 0 1 1 1 0 1 1 1 0 0 1 0 1 1 0 1 0.0
10 22 9234 1 0 0 1 1 0 0 1 1 0 1 0 1 1 0 0 1 0 1 0 1 1 0.0
11 22 8746 0 0 0 0 1 0 1 0 1 0 0 1 1 0 0 0 0 0 1 1 1 1 0.0
12 22 8225 1 0 0 0 1 0 1 1 0 0 1 1 0 0 0 0 1 0 1 1 0 1 0.0
13 22 8107 1 1 0 0 1 0 0 1 0 1 1 0 0 0 0 1 0 1 0 0 0 0 0.0
14 22 6739 0 0 0 0 0 0 0 1 0 1 0 1 1 1 0 1 1 0 0 0 0 1 0.0
15 22 8119 1 0 1 1 1 0 1 1 0 0 0 0 0 1 0 1 1 0 0 0 1 0 0.0
16 22 4855 1 0 0 1 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 0 0 0.0
17 22 9807 0 0 1 0 1 1 1 0 0 1 0 0 1 0 1 0 0 1 1 0 1 0 0.0
18 22 11226 0 0 0 1 0 0 0 1 1 0 1 0 0 1 1 0 0 1 1 1 1 1 0.0
19 22 9370 0 0 0 0 1 1 1 1 1 0 1 1 0 0 1 1 0 0 0 0 0 0 0.0
20 22 8161 1 0 1 1 1 0 0 1 0 0 0 1 0 1 1 1 0 0 0 1 0 0 0.0
21 22 9326 1 0 1 0 1 0 1 0 0 1 0 0 1 1 1 0 0 1 1 1 0 0 0.0
22 22 10268 0 0 0 1 1 1 1 1 0 0 0 0 1 1 0 1 1 0 0 0 1 0 0.0
